fname,train0/test1
Y-cYASqmhOUo_50.000_60.000.wav,0
Y-cid4JHUyiI_20.000_30.000.wav,0
Y-dDpGRPHzM0_30.000_40.000.wav,0
Y-dX5RtfumBA_220.000_230.000.wav,0
Y-dg95jfWnP4_30.000_40.000.wav,0
Y-dkiBLyj6wA_30.000_40.000.wav,0
Y-dpI6JsEyLs_370.000_380.000.wav,0
Y-dvfWWc5bQ8_30.000_40.000.wav,0
Y-eHWGca4Z8U_50.000_60.000.wav,0
Y-ehQwV9uU8s_30.000_40.000.wav,0
Y-eoxW0xL72I_20.000_30.000.wav,0
Y-essyyKfJao_310.000_320.000.wav,0
Y-fC8_UodWjA_40.000_50.000.wav,0
Y-fugxRc4VhY_40.000_50.000.wav,0
Y-furRVKz4ac_30.000_40.000.wav,0
Y-fy0rQoumZ0_230.000_240.000.wav,0
Y-g-eZBsr_3s_520.000_530.000.wav,0
Y-ghB9TOCBR8_50.000_60.000.wav,0
Y-hWRLlRjetY_10.000_20.000.wav,0
Y-hdg7DQaxW4_30.000_40.000.wav,0
Y-hqM85LZw7c_20.000_30.000.wav,0
Y-i0mmYppi18_30.000_40.000.wav,0
Y-iQlvp-lsY4_30.000_40.000.wav,0
Y-ikrSfqB0LU_0.000_3.000.wav,0
Y-jQRCubyDVU_30.000_40.000.wav,0
Y-kCWX1wjibc_30.000_40.000.wav,0
Y-kJT_nUHinA_50.000_60.000.wav,0
Y-klrkvfrYXU_70.000_80.000.wav,0
Y-knsW4FmXus_320.000_330.000.wav,0
Y-l8PxqOuQno_440.000_450.000.wav,0
Y-lHF9tBL2B8_30.000_40.000.wav,0
Y-lT-SZfrIIU_140.000_150.000.wav,0
Y-lwNEw-ZXlQ_10.000_20.000.wav,0
Y-m5YF2UJeVw_70.000_80.000.wav,0
Y-m5z0sH7kGE_20.000_30.000.wav,0
Y-mNmhJs1pYM_90.000_100.000.wav,0
Y-mRxPWXrSsY_280.000_290.000.wav,0
Y-mdPX2djAUY_10.000_20.000.wav,0
Y-mehDRbzJME_20.000_30.000.wav,0
Y-mn4rI21T-4_30.000_40.000.wav,0
Y-mt3E7_Ovlo_30.000_40.000.wav,0
Y-mtTSO6FhSA_10.000_20.000.wav,0
Y-n6rtB7rMuo_30.000_40.000.wav,0
Y-nWUVq5s7cM_30.000_40.000.wav,0
Y-naZXDdh9Ps_30.000_40.000.wav,0
Y-niT5wKbFOo_10.000_20.000.wav,0
Y-nvJc7KvBJ8_30.000_40.000.wav,0
Y-nveMLXxLn4_10.000_20.000.wav,0
Y-oRgzBsFneA_22.000_32.000.wav,0
Y-pBsdyP12ak_510.000_520.000.wav,0
Y-pP61DogSPY_30.000_40.000.wav,0
Y-pd7_XFFy0A_100.000_110.000.wav,0
Y-pdmLg5FbQY_30.000_40.000.wav,0
Y-qaeakbiv0U_430.000_440.000.wav,0
Y-qfHOFxUwGQ_0.000_10.000.wav,0
Y-r7foRuzOuc_70.000_80.000.wav,0
Y-r97oVkDfKQ_30.000_40.000.wav,0
Y-rQOBpBoyXw_220.000_230.000.wav,0
Y-rT-3LOGIjw_10.000_20.000.wav,0
Y-rcdmMimpgk_5.000_15.000.wav,0
Y-sHWEPAUvmQ_50.000_60.000.wav,0
Y-sgDyi4BY-0_30.000_40.000.wav,0
Y-sxwmvdgmWs_21.000_31.000.wav,0
Y-t3DMClxaIo_10.000_20.000.wav,0
Y-tF2I8HmsHg_0.000_10.000.wav,0
Y-tPtpv32DZw_10.000_20.000.wav,0
Y-toGk_oBULM_330.000_340.000.wav,0
Y-twU2FvK4xw_50.000_60.000.wav,0
Y-u-F4pBH3F0_30.000_40.000.wav,0
Y-u-Id9BVvIc_2.000_12.000.wav,0
Y-uIrOdeAZbQ_10.000_20.000.wav,0
Y-umSSowXOX0_30.000_40.000.wav,0
Y-unossccIwI_0.000_5.000.wav,0
Y-vmRy0dU5kQ_0.000_5.000.wav,0
Y-wb18_6tLAE_50.000_60.000.wav,0
Y-wyF3xGM95g_10.000_20.000.wav,0
Y-xyHS0dJ3R8_190.000_200.000.wav,0
Y-xy_iwaQckM_50.000_60.000.wav,0
Y-yFeywhaivM_30.000_40.000.wav,0
Y-yJiF8j1mBg_40.000_50.000.wav,0
Y-yX0TlfBiFg_12.000_22.000.wav,0
Y-ygqz4jLcsk_0.000_10.000.wav,0
Y-yktClBEgbk_30.000_40.000.wav,0
Y-yspk7ebYkQ_20.000_30.000.wav,0
Y-zD_Aj1ch-o_100.000_110.000.wav,0
Y-zSFmp8e43E_30.000_40.000.wav,0
Y-za3Io5SExs_30.000_40.000.wav,0
Y0-_qA6N0U0U_130.000_140.000.wav,0
Y0-uzle1hzoI_0.000_10.000.wav,0
Y02MGx1Vh9c0_240.000_250.000.wav,0
Y04jA_kRetJY_190.000_200.000.wav,0
Y04zOu5UFyo0_20.000_30.000.wav,0
Y0632OqvXrwg_7.000_17.000.wav,0
Y074nzzlXf_g_70.000_80.000.wav,0
Y08R27f6Ffdk_6.000_16.000.wav,0
Y0Am7X758-Ek_30.000_40.000.wav,0
Y0Am_PbPUkuk_30.000_40.000.wav,0
Y0ApKTbVeSEU_21.000_31.000.wav,0
Y0BSidlvh4Ds_30.000_40.000.wav,0
Y0BTCY5xhrIY_30.000_40.000.wav,0
Y0BnyrbZz8Jk_30.000_40.000.wav,0
Y0BwiOU6alvQ_0.000_10.000.wav,0
Y0C3J02LHgVk_30.000_40.000.wav,0
Y0CEQ565DH_A_30.000_40.000.wav,0
Y0CRPp8k4wEo_30.000_40.000.wav,0
Y0CUHnK_Lh4s_30.000_40.000.wav,0
Y0CYxiRkfVhw_30.000_40.000.wav,0
Y0CgZR0f_yFs_30.000_40.000.wav,0
Y0CkERnAY8Ro_30.000_40.000.wav,0
Y0DtJdRFPmS4_30.000_40.000.wav,0
Y0E6Uaq_e6OA_20.000_30.000.wav,0
Y0EOJ3ZqLJDU_10.000_20.000.wav,0
Y0EjIJRg8ub4_30.000_40.000.wav,0
Y0F1zmrJb1tI_30.000_40.000.wav,0
Y0F40MJSfsDw_30.000_40.000.wav,0
Y0F7yaWNgTGg_30.000_40.000.wav,0
Y0F8srmjGqtA_30.000_40.000.wav,0
Y0FS8b5CAMp8_150.000_160.000.wav,0
Y0FXHXCu1lJY_200.000_210.000.wav,0
Y0F_RFWvp8cY_270.000_280.000.wav,0
Y0FtYHAivI2E_30.000_40.000.wav,0
Y0G-Qx3Gv01s_0.000_8.000.wav,0
Y0GGO5npJzWI_0.000_10.000.wav,0
Y0GSBomNmZxI_30.000_40.000.wav,0
Y0Gggc7Vz7TI_10.000_20.000.wav,0
Y0Gxxzj2vopc_30.000_40.000.wav,0
Y0H886ArR4l4_20.000_30.000.wav,0
Y0HWIjjmpVtY_70.000_80.000.wav,0
Y0IGUZWhc9Go_10.000_20.000.wav,0
Y0IkRggWmlfo_0.000_10.000.wav,0
Y0J0sN1xeDZM_30.000_40.000.wav,0
Y0M20-hvyBvQ_110.000_120.000.wav,0
Y0M7CEfzzGm8_220.000_230.000.wav,0
Y0N3bFducxuc_30.000_40.000.wav,0
Y0NIW_5zr2zg_30.000_40.000.wav,0
Y0OLsNjg9Q_c_40.000_50.000.wav,0
Y0Opn_vz6sf4_10.000_20.000.wav,0
Y0P2dMIUs6W0_21.000_31.000.wav,0
Y0PcvfVZo9e4_10.000_20.000.wav,0
Y0PvDZ5t_Ajk_20.000_30.000.wav,0
Y0Q_BPEl7_Vo_30.000_40.000.wav,0
Y0QkmP-TtIFo_300.000_310.000.wav,0
Y0QtmEs-OOsA_21.000_31.000.wav,0
Y0R06GmUsGww_40.000_50.000.wav,0
Y0RFwwmALrBs_30.000_40.000.wav,0
Y0RNKWKFds8Y_30.000_40.000.wav,0
Y0RxvhDsjL0M_30.000_40.000.wav,0
Y0SjvusZqA3w_0.000_6.000.wav,0
Y0Sq8ge7D4wU_3.000_13.000.wav,0
Y0Tt-SGltms0_480.000_490.000.wav,0
Y0UEClS6XhZ0_30.000_40.000.wav,0
Y0UKzyBqyhGc_27.000_37.000.wav,0
Y0UO35uIOrhg_50.000_60.000.wav,0
Y0UhAR0Qt4UA_28.000_38.000.wav,0
Y0UwvVY2kc0E_40.000_50.000.wav,0
Y0V_O6i9tqrw_260.000_270.000.wav,0
Y0W_gYR6p-D0_30.000_40.000.wav,0
Y0WxL3UhsteQ_210.000_220.000.wav,0
Y0XDz4i5L4nE_30.000_40.000.wav,0
Y0XED4i5Jkzw_300.000_310.000.wav,0
Y0XR0EQBxzZk_30.000_40.000.wav,0
Y0XUauSOwvzk_30.000_40.000.wav,0
Y0X_XBckLKj8_30.000_40.000.wav,0
Y0XouGEsWiQk_200.000_210.000.wav,0
Y0Z4LBWXXRTY_430.000_440.000.wav,0
Y0ZPALU8EnWQ_30.000_40.000.wav,0
Y0ZVdHyRbCCo_40.000_50.000.wav,0
Y0ZvMYLsy5sY_20.000_30.000.wav,0
Y0_J0BWiW7-k_12.000_22.000.wav,0
Y0_Jhvi8PQR8_20.000_30.000.wav,0
Y0_K6OKtoBBU_30.000_40.000.wav,0
Y0_zh25VgrPY_50.000_60.000.wav,0
Y0a8RB5eOGJ4_30.000_40.000.wav,0
Y0aFcKmzH5uM_70.000_80.000.wav,0
Y0aZ3vvM4V34_10.000_20.000.wav,0
Y0b06i5LzIFw_26.000_36.000.wav,0
Y0bj1ynHjnR8_26.000_36.000.wav,0
Y0br2bEMg6yg_23.000_33.000.wav,0
Y0bveNubRkUI_0.000_10.000.wav,0
Y0cGgIDhIfdA_30.000_40.000.wav,0
Y0cnLnzrBcmY_10.000_20.000.wav,0
Y0cnz5UnKhVQ_20.000_30.000.wav,0
Y0crSdgvedhc_150.000_160.000.wav,0
Y0d8_1lfiU0Q_90.000_100.000.wav,0
Y0d8dFoWQ2KA_30.000_40.000.wav,0
Y0dGRxCpfAAU_330.000_340.000.wav,0
Y0dI4cUQlAkQ_30.000_40.000.wav,0
Y0eNfQDAbn_Y_20.000_30.000.wav,0
Y0eTnDw0z8MQ_170.000_180.000.wav,0
Y0eaVWAwYCyU_40.000_50.000.wav,0
Y0ebNDEKQWmY_2.000_12.000.wav,0
Y0efD01_zD8o_20.000_30.000.wav,0
Y0fr57nOHOEU_40.000_50.000.wav,0
Y0gKyoOENUBM_70.000_80.000.wav,0
Y0geFG8tCbrc_0.000_9.000.wav,0
Y0gvqDWLoBfQ_10.000_20.000.wav,0
Y0hbOtaw86mk_30.000_40.000.wav,0
Y0hy1fvEH4Zs_30.000_40.000.wav,0
Y0i31R7PS-GA_20.000_30.000.wav,0
Y0iSQ-tdp1mo_40.000_50.000.wav,0
Y0io4FnKo8Eg_20.000_30.000.wav,0
Y0izj5OZGtg8_30.000_40.000.wav,0
Y0j1-0Y6lGck_120.000_130.000.wav,0
Y0j2L1H_b1qM_20.000_30.000.wav,0
Y0j9aw8s6s1s_40.000_50.000.wav,0
Y0kLEZglWPAI_230.000_240.000.wav,0
Y0kOj9aZEySE_21.000_31.000.wav,0
Y0kTHgSzQkfw_10.000_20.000.wav,0
Y0l2qcA0XKUs_30.000_40.000.wav,0
Y0lEavQUSRO4_410.000_420.000.wav,0
Y0lUFEAnnET8_30.000_40.000.wav,0
Y0lV5Fln3nYA_390.000_400.000.wav,0
Y0lqGcL0-uVA_10.000_20.000.wav,0
Y0m3vVvKpVQg_0.000_10.000.wav,0
Y0m5K90TnZhI_30.000_40.000.wav,0
Y0m5cakFD4UM_80.000_90.000.wav,0
Y0m9QkjCVwcU_30.000_40.000.wav,0
Y0mj46Xhzx1Y_10.000_20.000.wav,0
Y0ny3NV1LczM_0.000_10.000.wav,0
Y0o-DD4GwohU_110.000_120.000.wav,0
Y0oQT-Cbz6D0_60.000_70.000.wav,0
Y0oUbMWJgokM_170.000_180.000.wav,0
Y0owoOrZH2mI_28.000_38.000.wav,0
Y0q1Ytfn8yMU_10.000_20.000.wav,0
Y0r2OVHasER0_140.000_150.000.wav,0
Y0rJwumFz1O0_30.000_40.000.wav,0
Y0rmCYTGycKw_90.000_100.000.wav,0
Y0suFvKAWJnU_10.000_20.000.wav,0
Y0t1ogJiWi2s_60.000_70.000.wav,0
Y0uIe4dKUC1s_50.000_60.000.wav,0
Y0uX3T48TZ-o_0.000_10.000.wav,0
Y0uab4-3d6MM_30.000_40.000.wav,0
Y0v87UfMga5U_30.000_40.000.wav,0
Y0wBhkeneS_0_90.000_100.000.wav,0
Y0xdJWDNLZrE_290.000_300.000.wav,0
Y0xzbWmrJCa0_30.000_40.000.wav,0
Y0yCFCh8e10Y_10.000_20.000.wav,0
Y0yFZ4mGgqgk_90.000_100.000.wav,0
Y0z5TRiOKlX4_20.000_30.000.wav,0
Y0zv4NcZfYhE_24.000_34.000.wav,0
Y10ka4Hi5ulc_190.000_200.000.wav,0
Y10orprocVRw_360.000_370.000.wav,0
Y11rKpXBR_ck_24.000_34.000.wav,0
Y13AbnrWanPk_20.000_30.000.wav,0
Y154QbSZVTgw_30.000_40.000.wav,0
Y15MHODWgCm0_460.000_470.000.wav,0
Y15nVe6RwUNM_19.000_29.000.wav,0
Y16YYTRJavNE_110.000_120.000.wav,0
Y16b9HjgnmrY_40.000_50.000.wav,0
Y16ccKlJF5H8_6.000_16.000.wav,0
Y16th_TIPv84_30.000_40.000.wav,0
Y17cA4Gv1BZY_220.000_230.000.wav,0
Y17tk_fp4eJ0_50.000_60.000.wav,0
Y17xCyq_4wvs_440.000_450.000.wav,0
Y18FN3fDI25A_30.000_40.000.wav,0
Y18Upv_ZinJ0_90.000_100.000.wav,0
Y18ga5cnUrmk_80.000_90.000.wav,0
Y19UTZe1Gwj4_30.000_40.000.wav,0
Y1AfCMvhZJVY_40.000_50.000.wav,0
Y1BEpOomjdIU_0.000_10.000.wav,0
Y1BScYBNc6MA_50.000_60.000.wav,0
Y1C0KmX3qjOI_80.000_90.000.wav,0
Y1CPfFe_5hyQ_200.000_210.000.wav,0
Y1DVyj_Q5f0A_12.000_22.000.wav,0
Y1ERSh8l5-sM_330.000_340.000.wav,0
Y1FUMr2pDTn0_30.000_40.000.wav,0
Y1GAKaKWyPzA_40.000_50.000.wav,0
Y1GOF_EEeO-0_250.000_260.000.wav,0
Y1GUZ1qlXK8M_70.000_80.000.wav,0
Y1H0jwhMaS70_30.000_40.000.wav,0
Y1IgfQE4GT1Q_20.000_30.000.wav,0
Y1Iv2NfqIrS4_21.000_31.000.wav,0
Y1KXOr7ZoUXQ_480.000_490.000.wav,0
Y1Kxgh-Eciz0_30.000_40.000.wav,0
Y1MMFztEi-Hk_240.000_250.000.wav,0
Y1MPwoS-R83A_30.000_40.000.wav,0
Y1NGbZ7DAMe4_150.000_160.000.wav,0
Y1NbkO1auM1U_0.000_10.000.wav,0
Y1Nw-fC0gk9o_120.000_130.000.wav,0
Y1NwoL7fn1Qk_40.000_50.000.wav,0
Y1PLtmuFO66E_150.000_160.000.wav,0
Y1Q2KE92L738_40.000_50.000.wav,0
Y1QAZc5vOLlE_10.000_20.000.wav,0
Y1QxDi-op6Qg_27.000_37.000.wav,0
Y1RNq7dbRpWU_16.000_26.000.wav,0
Y1SpHjTw56jg_260.000_270.000.wav,0
Y1T8oXIFhjbI_160.000_170.000.wav,0
Y1Tb7c70fJBs_10.000_20.000.wav,0
Y1U1k-d1x1qw_30.000_40.000.wav,0
Y1UgCfEUzfqo_30.000_40.000.wav,0
Y1Ulak3dMnGU_18.000_28.000.wav,0
Y1Unp4vddTlM_30.000_40.000.wav,0
Y1VPLtD6f3ww_200.000_210.000.wav,0
Y1VQZAJgvzWI_30.000_40.000.wav,0
Y1VyUmkngG5g_10.000_20.000.wav,0
Y1WI4qtcajVE_60.000_70.000.wav,0
Y1X3ab9ycVL0_130.000_140.000.wav,0
Y1YPjs1CTY2E_0.000_10.000.wav,0
Y1aNLeVBB9RQ_0.000_10.000.wav,0
Y1b1b-9_AcFg_30.000_40.000.wav,0
Y1bdZx2gFZ2w_30.000_40.000.wav,0
Y1bmyWAIQ8kU_60.000_70.000.wav,0
Y1cSeAysUdek_20.000_30.000.wav,0
Y1ci9EhneRNs_30.000_40.000.wav,0
Y1deq0hecAUE_280.000_290.000.wav,0
Y1dgBCUaZVAQ_21.000_31.000.wav,0
Y1f4p0vedfI8_220.000_230.000.wav,0
Y1h5vQr1yu2E_100.000_110.000.wav,0
Y1hL4MSPzMZ0_270.000_280.000.wav,0
Y1hnLcaOlFks_90.000_100.000.wav,0
Y1j3EdSOu7ME_30.000_40.000.wav,0
Y1kBcy6e8C6U_10.000_20.000.wav,0
Y1l2JCxeQzz8_190.000_200.000.wav,0
Y1lqdBjdJgWg_50.000_60.000.wav,0
Y1np6pFWeYNE_200.000_210.000.wav,0
Y1oHc2z4CcQE_170.000_180.000.wav,0
Y1oc7Z8x1WBk_570.000_580.000.wav,0
Y1owUfrSLOEg_30.000_40.000.wav,0
Y1pwPeNfpA6g_20.000_30.000.wav,0
Y1sGbBTYBxDg_20.000_30.000.wav,0
Y1sLF9mlF1yg_2.000_12.000.wav,0
Y1sTktH04-fw_40.000_50.000.wav,0
Y1szSQEuQ5WM_30.000_40.000.wav,0
Y1tHhN-4fTiU_30.000_40.000.wav,0
Y1tJdV9lG8dI_30.000_40.000.wav,0
Y1vEjPObCs-c_6.000_16.000.wav,0
Y1vRE3X4JUGA_90.000_100.000.wav,0
Y1vXVjlZlCf4_30.000_40.000.wav,0
Y1wTYC26te1E_30.000_40.000.wav,0
Y1x2dJASMVi4_30.000_40.000.wav,0
Y1xXFh-z674c_0.000_10.000.wav,0
Y1zYsKe5HhsQ_21.000_31.000.wav,0
Y2-dHuNPOmFg_30.000_40.000.wav,0
Y20ARmYU0v4I_10.000_20.000.wav,0
Y20nyHEh2HW0_30.000_40.000.wav,0
Y21Lcs4vTfL8_330.000_340.000.wav,0
Y221Ia1cD5dQ_22.000_32.000.wav,0
Y23pAYyzCnU8_520.000_530.000.wav,0
Y24MAv47JAmM_60.000_70.000.wav,0
Y257OKP3ZLD0_30.000_40.000.wav,0
Y26-HMlPhve4_20.000_30.000.wav,0
Y26ubekDhG_Y_0.000_10.000.wav,0
Y28RybnaaruE_40.000_50.000.wav,0
Y28WMzKS8Mvg_40.000_50.000.wav,0
Y28c_azOmujY_20.000_30.000.wav,0
Y28ggvtWJIz4_40.000_50.000.wav,0
Y28yk3SrpV9Q_20.000_30.000.wav,0
Y29-H4jj5UsE_24.000_34.000.wav,0
Y2A0V2P_k54o_140.000_150.000.wav,0
Y2BNVQn48D04_130.000_140.000.wav,0
Y2BdRnFt3tSY_180.000_190.000.wav,0
Y2BwiNhqCOFg_160.000_170.000.wav,0
Y2CSHWGtuxAY_30.000_40.000.wav,0
Y2Cv0_9ezILU_30.000_40.000.wav,0
Y2Cwb4A7_BKU_520.000_530.000.wav,0
Y2DaEW8tcMvo_30.000_40.000.wav,0
Y2EEC4MkIOiI_40.000_50.000.wav,0
Y2EoNTqlwPi0_90.000_100.000.wav,0
Y2ErfX6ZT5pM_0.000_10.000.wav,0
Y2Eu-5zFuvb0_12.000_22.000.wav,0
Y2EuM56yo0BM_30.000_40.000.wav,0
Y2GQHZpe5yjA_50.000_60.000.wav,0
Y2HKrcHOigTU_130.000_140.000.wav,0
Y2ICT6R4XpG8_390.000_400.000.wav,0
Y2IvNEoXArxU_30.000_40.000.wav,0
Y2IvlhZhAQXg_480.000_490.000.wav,0
Y2K9u6gFz8aU_270.000_280.000.wav,0
Y2KFRad_OEVM_30.000_40.000.wav,0
Y2KdHeWz8utE_60.000_70.000.wav,0
Y2KjNkHQ8dvI_30.000_40.000.wav,0
Y2Kz8a9S_Izs_11.000_21.000.wav,0
Y2Lg4zowpNxE_30.000_40.000.wav,0
Y2Lr0D12vRyc_20.000_30.000.wav,0
Y2M9-lt6hXJc_60.000_70.000.wav,0
Y2MFWzrk_KTM_30.000_40.000.wav,0
Y2MXgZDIhMBE_140.000_150.000.wav,0
Y2MwW5vQm4wI_210.000_220.000.wav,0
Y2NP0fuxn-Q8_0.000_9.000.wav,0
Y2O_mVjMFsuQ_340.000_350.000.wav,0
Y2OoPfRnajZQ_30.000_40.000.wav,0
Y2P_Yh66CIhY_20.000_30.000.wav,0
Y2QETzhkbY6E_17.000_27.000.wav,0
Y2QTH4_WQlgg_0.000_10.000.wav,0
Y2RQQORu0diE_60.000_70.000.wav,0
Y2T4irxX9lGs_60.000_70.000.wav,0
Y2U6WeaRLEds_140.000_150.000.wav,0
Y2UEONa82Uqc_440.000_450.000.wav,0
Y2UGVSzh2bpQ_30.000_40.000.wav,0
Y2UxOuJUUNYI_310.000_320.000.wav,0
Y2VMS64fFJps_170.000_180.000.wav,0
Y2VQtwvIo8qs_470.000_480.000.wav,0
Y2Vr7nMFnECk_130.000_140.000.wav,0
Y2WP8Vmkdv_Y_180.000_190.000.wav,0
Y2X6NE7dA1vw_200.000_210.000.wav,0
Y2Y0T7yIvKsk_50.000_60.000.wav,0
Y2YFsREAuJv4_30.000_40.000.wav,0
Y2YrIIOchjLQ_100.000_110.000.wav,0
Y2_07VckX0oU_21.000_31.000.wav,0
Y2_Fl6KD9xZQ_30.000_40.000.wav,0
Y2aOxQ7yhhcs_490.000_500.000.wav,0
